Cliente_Comprou_o_Titulo?,Idade,Profissao,Estado_Civil,Formacao,Cliente_Devedor?,Saldo_Conta_Corrente,Tem_Hipoteca?,Tem_Emprestimo?,Qte_de_Ligacoes_Feitas
Sim,40,Técnico,Solteiro,Ensino Superior,Não,431,Não,Não,2
Sim,40,Administrador,Solteiro,Ensino Médio,Não,985,Sim,Não,3
Sim,40,Serviços Gerais,Divorciado,Ensino Médio,Não,687,Sim,Não,1
Não,40,Administrador,Casado,Ensino Superior,Não,143,Não,Não,6
Não,40,Técnico,Divorciado,Ensino Médio,Não,2394,Não,Não,4
Não,40,Serviços Gerais,Casado,Ensino Médio,Não,695,Sim,Não,1
Não,40,Administrador,Solteiro,Ensino Médio,Não,782,Sim,Não,5
Sim,40,Administrador,Casado,Ensino Superior,Não,158,Não,Não,2
Não,40,Aposentado,Solteiro,Ensino Médio,Não,1400,Não,Não,7
Não,40,Serviços Gerais,Casado,Ensino Médio,Não,9374,Sim,Não,8
Sim,40,Técnico,Casado,Fundamental,Não,284,Sim,Não,2
Sim,40,Técnico,Solteiro,Ensino Superior,Não,1175,Não,Não,1
Não,40,Administrador,Casado,Ensino Superior,Não,964,Sim,Não,3
Não,40,Técnico,Solteiro,Ensino Médio,Não,360,Sim,Não,1
Sim,40,Desempregado,Casado,Fundamental,Não,1908,Sim,Não,2
Não,40,Técnico,Casado,Ensino Médio,Não,66,Sim,Não,8
Sim,40,Empresário,Divorciado,Ensino Médio,Não,2998,Sim,Não,3
Não,40,Diarista,Casado,Ensino Médio,Não,84,Sim,Sim,7
Não,40,Serviços Gerais,Casado,Ensino Médio,Não,3164,Sim,Não,2
Não,40,Técnico,Casado,Ensino Médio,Não,192,Não,Não,2
Não,40,Operário,Casado,Fundamental,Não,34,Sim,Não,2
Não,40,Administrador,Casado,Ensino Superior,Não,384,Não,Não,3
Não,40,Operário,Casado,Fundamental,Não,332,Sim,Não,2
Não,40,Operário,Casado,Ensino Médio,Não,95,Não,Sim,4
Não,40,Administrador,Solteiro,Ensino Superior,Não,1509,Não,Não,1
Sim,40,Técnico,Solteiro,Ensino Superior,Não,1646,Sim,Não,1
Sim,40,Serviços Gerais,Casado,Ensino Médio,Não,446,Sim,Não,1
Sim,40,Técnico,Casado,Ensino Médio,Não,2266,Não,Não,3
Não,40,Aposentado,Solteiro,Ensino Médio,Não,1734,Sim,Não,4
Não,40,Operário,Solteiro,Ensino Médio,Não,82,Sim,Não,6
Não,40,Serviços Gerais,Casado,Ensino Médio,Não,664,Sim,Sim,5
Não,40,Serviços Gerais,Solteiro,Ensino Médio,Não,19343,Sim,Não,4
Sim,40,Serviços Gerais,Casado,Ensino Médio,Não,1836,Sim,Não,2
Não,40,Serviços Gerais,Solteiro,Ensino Médio,Não,573,Sim,Não,1
Sim,40,Desempregado,Casado,Ensino Médio,Não,1960,Sim,Não,6
Não,40,Administrador,Divorciado,Ensino Médio,Não,221,Sim,Não,2
Sim,40,Serviços Gerais,Divorciado,Fundamental,Não,471,Sim,Não,1
Não,40,Técnico,Casado,Ensino Médio,Não,990,Sim,Não,3
Sim,40,Serviços Gerais,Casado,Ensino Médio,Não,473,Sim,Não,3
Não,40,Operário,Casado,Fundamental,Não,570,Sim,Não,3
Sim,40,Operário,Casado,Ensino Médio,Não,1954,Não,Não,2
Não,40,Administrador,Casado,Ensino Médio,Não,1395,Sim,Sim,2
Não,40,Serviços Gerais,Divorciado,Fundamental,Não,4,Sim,Não,2
Sim,40,Administrador,Casado,Fundamental,Não,72,Sim,Sim,1
Sim,40,Administrador,Solteiro,Ensino Superior,Não,1361,Não,Não,1
Não,40,Operário,Casado,Ensino Médio,Não,737,Sim,Não,2
Sim,40,Técnico,Casado,Ensino Médio,Não,2266,Não,Não,1
Não,40,Técnico,Casado,Ensino Médio,Não,1716,Sim,Não,8
Não,40,Operário,Casado,Fundamental,Não,7831,Sim,Não,1
Sim,40,Administrador,Solteiro,Ensino Superior,Não,27,Não,Não,2
Não,40,Serviços Gerais,Casado,Ensino Médio,Não,2346,Não,Não,3
Sim,40,Operário,Casado,Fundamental,Não,1841,Sim,Não,4
Não,40,Administrador,Casado,Ensino Médio,Não,367,Sim,Não,1
Sim,40,Operário,Casado,Ensino Médio,Não,1451,Não,Não,1
Não,40,Administrador,Solteiro,Ensino Médio,Não,877,Sim,Não,3
Não,40,Administrador,Divorciado,Ensino Superior,Não,205,Não,Não,1
Não,40,Serviços Gerais,Solteiro,Ensino Médio,Não,1038,Não,Não,1
Não,40,Serviços Gerais,Divorciado,Fundamental,Não,1937,Sim,Não,1
Não,40,Administrador,Casado,Ensino Médio,Não,1412,Não,Não,3
Não,40,Estudante,Casado,Ensino Médio,Não,260,Não,Não,1
Sim,40,Administrador,Divorciado,Ensino Superior,Não,858,Não,Não,2
Não,40,Técnico,Casado,Ensino Superior,Não,84,Não,Não,8
Sim,40,Técnico,Divorciado,Ensino Médio,Não,311,Não,Não,2
Não,40,Técnico,Solteiro,Ensino Médio,Não,153,Não,Não,2
Não,40,Operário,Casado,Ensino Médio,Não,2158,Não,Não,1
Não,40,Administrador,Casado,Ensino Médio,Não,419,Sim,Sim,1
Sim,40,Técnico,Solteiro,Ensino Superior,Não,1646,Sim,Não,1
Sim,40,Administrador,Divorciado,Ensino Médio,Não,2129,Não,Não,1
Não,40,Diarista,Casado,Ensino Médio,Não,949,Não,Não,1
Não,40,Administrador,Casado,Ensino Médio,Não,824,Sim,Não,1
Sim,40,Operário,Solteiro,Ensino Médio,Não,3,Não,Não,1
Não,40,Serviços Gerais,Casado,Ensino Médio,Não,518,Não,Não,1
Sim,40,Administrador,Solteiro,Ensino Médio,Não,100,Sim,Não,1
Não,40,Operário,Casado,Fundamental,Não,104,Sim,Não,2
Sim,40,Operário,Casado,Ensino Médio,Não,188,Sim,Sim,2
Não,40,Administrador,Casado,Ensino Superior,Não,16,Não,Sim,4
Não,40,Técnico,Solteiro,Ensino Superior,Não,47,Sim,Não,1
Não,40,Administrador,Solteiro,Ensino Médio,Não,664,Não,Não,2
Não,40,Administrador,Solteiro,Ensino Superior,Não,257,Não,Não,1
Sim,40,Técnico,Casado,Ensino Médio,Não,42,Não,Não,2
Não,40,Administrador,Divorciado,Ensino Médio,Não,274,Sim,Sim,4
Não,40,Administrador,Casado,Fundamental,Não,738,Sim,Sim,2
Não,40,Operário,Casado,Ensino Médio,Não,1938,Sim,Não,1
Sim,40,Técnico,Casado,Ensino Superior,Não,206,Não,Não,6
Não,40,Operário,Casado,Ensino Médio,Não,100,Sim,Não,2
Não,40,Administrador,Casado,Ensino Superior,Não,7780,Não,Não,1
Não,40,Operário,Casado,Fundamental,Não,137,Não,Sim,1
Sim,40,Operário,Casado,Fundamental,Não,1758,Sim,Não,3
Sim,40,Administrador,Casado,Ensino Médio,Não,1535,Sim,Não,1
Sim,40,Administrador,Casado,Ensino Superior,Não,3352,Sim,Não,2
Não,40,Serviços Gerais,Casado,Ensino Médio,Não,105,Sim,Não,1
Não,40,Técnico,Solteiro,Ensino Superior,Não,693,Não,Não,1
Não,40,Serviços Gerais,Casado,Ensino Médio,Não,5807,Sim,Não,1
Sim,40,Administrador,Casado,Ensino Superior,Não,4539,Não,Não,3
Não,40,Autônomo,Casado,Ensino Superior,Não,1498,Não,Não,1
Não,40,Desempregado,Solteiro,Ensino Médio,Não,1744,Sim,Não,11
Não,40,Administrador,Solteiro,Ensino Superior,Não,402,Sim,Não,3
Não,40,Operário,Casado,Ensino Médio,Não,750,Sim,Sim,1
Sim,40,Administrador,Solteiro,Ensino Superior,Não,3840,Sim,Não,2
Não,40,Administrador,Divorciado,Ensino Superior,Não,290,Sim,Não,1
Sim,40,Operário,Casado,Ensino Médio,Não,5060,Não,Não,2
Não,40,Técnico,Casado,Ensino Médio,Não,8379,Não,Não,6
Sim,40,Operário,Casado,Ensino Médio,Não,1451,Não,Não,1
Sim,40,Serviços Gerais,Casado,Ensino Médio,Não,471,Sim,Não,4
Não,40,Administrador,Solteiro,Desconhecido,Não,355,Sim,Não,2
Não,40,Técnico,Divorciado,Ensino Superior,Não,1871,Sim,Não,1
Sim,40,Técnico,Casado,Ensino Médio,Não,2338,Não,Não,2
Não,40,Administrador,Casado,Fundamental,Não,189,Sim,Não,2
Não,40,Técnico,Solteiro,Ensino Médio,Não,277,Sim,Não,2
Sim,40,Administrador,Casado,Ensino Médio,Não,754,Não,Sim,1
Não,40,Serviços Gerais,Divorciado,Ensino Médio,Não,160,Não,Não,3
Não,40,Operário,Casado,Fundamental,Não,46,Sim,Não,1
Não,40,Técnico,Casado,Ensino Superior,Não,1034,Sim,Não,2
Sim,40,Técnico,Solteiro,Ensino Superior,Não,1646,Sim,Não,2
Não,40,Administrador,Casado,Ensino Médio,Não,2596,Não,Não,1
Não,40,Serviços Gerais,Casado,Ensino Médio,Não,181,Sim,Não,1
Não,40,Operário,Casado,Fundamental,Não,236,Sim,Não,2
Não,40,Administrador,Casado,Ensino Superior,Não,917,Sim,Não,1
Sim,40,Administrador,Casado,Ensino Superior,Não,1855,Não,Não,6
Sim,40,Técnico,Casado,Ensino Médio,Não,694,Sim,Não,2
Sim,40,Administrador,Casado,Ensino Médio,Não,260,Sim,Não,1
Sim,40,Empresário,Casado,Ensino Médio,Não,6403,Não,Não,2
Não,40,Diarista,Divorciado,Ensino Médio,Não,4328,Não,Não,2
Não,40,Desempregado,Casado,Ensino Médio,Não,219,Sim,Não,1
Não,40,Técnico,Casado,Ensino Médio,Não,372,Sim,Não,1
Não,40,Operário,Casado,Ensino Médio,Não,679,Sim,Não,2
Não,40,Operário,Solteiro,Fundamental,Não,1780,Não,Sim,1
Sim,40,Operário,Casado,Ensino Médio,Não,1808,Sim,Não,1
Sim,40,Administrador,Solteiro,Ensino Superior,Não,1248,Não,Não,2
Não,40,Administrador,Casado,Ensino Superior,Não,24450,Não,Não,2
Não,40,Técnico,Casado,Ensino Superior,Não,103,Sim,Não,2
Não,40,Empresário,Divorciado,Ensino Superior,Não,224,Não,Não,1
Não,40,Administrador,Casado,Ensino Superior,Não,294,Sim,Não,5
Sim,40,Serviços Gerais,Solteiro,Ensino Médio,Não,1547,Sim,Não,1
Não,40,Operário,Divorciado,Ensino Médio,Não,793,Sim,Não,1
Sim,40,Operário,Casado,Fundamental,Não,278,Sim,Não,3
Sim,40,Administrador,Casado,Ensino Superior,Não,1308,Não,Não,2
Sim,40,Operário,Divorciado,Ensino Médio,Não,973,Não,Não,1
Não,40,Administrador,Casado,Ensino Médio,Não,643,Sim,Não,2
Não,40,Administrador,Solteiro,Ensino Superior,Não,171,Não,Não,3
Não,40,Operário,Casado,Ensino Médio,Não,1844,Sim,Não,1
Sim,40,Administrador,Casado,Ensino Médio,Não,341,Não,Não,5
Sim,40,Técnico,Casado,Ensino Médio,Não,312,Não,Não,7
Sim,40,Desempregado,Solteiro,Ensino Superior,Não,72,Não,Não,1
Não,40,Serviços Gerais,Divorciado,Ensino Médio,Não,49,Não,Sim,1
Sim,40,Diarista,Solteiro,Ensino Superior,Não,7441,Não,Não,6
Sim,40,Técnico,Solteiro,Desconhecido,Não,3652,Sim,Não,2
Não,40,Administrador,Casado,Ensino Médio,Não,732,Não,Não,1
Não,40,Administrador,Casado,Ensino Médio,Não,523,Sim,Sim,3
Não,40,Empresário,Solteiro,Ensino Médio,Não,5,Não,Sim,3
Sim,40,Administrador,Casado,Ensino Médio,Não,2574,Sim,Não,1
Sim,40,Autônomo,Solteiro,Ensino Superior,Não,1616,Não,Não,7
Não,40,Serviços Gerais,Casado,Ensino Médio,Não,1293,Sim,Não,3
Não,40,Operário,Divorciado,Desconhecido,Não,528,Sim,Não,2
Sim,40,Administrador,Casado,Ensino Superior,Não,764,Sim,Não,1
Não,40,Operário,Casado,Ensino Médio,Não,668,Sim,Não,2
Sim,40,Administrador,Casado,Ensino Superior,Não,66,Não,Não,4
Sim,40,Administrador,Solteiro,Ensino Médio,Não,2040,Sim,Não,2
Sim,40,Administrador,Casado,Ensino Superior,Não,3352,Sim,Não,1
Não,40,Administrador,Casado,Ensino Médio,Não,67,Não,Sim,2
Sim,40,Técnico,Casado,Ensino Superior,Não,11766,Sim,Não,2
Não,40,Operário,Casado,Ensino Médio,Não,273,Sim,Não,1
Não,40,Autônomo,Casado,Ensino Médio,Não,311,Sim,Não,2
Não,40,Administrador,Casado,Ensino Superior,Não,2487,Não,Não,1
Não,40,Desempregado,Casado,Ensino Superior,Não,2430,Não,Não,2
Sim,40,Administrador,Casado,Ensino Médio,Não,4396,Não,Não,3
Não,40,Técnico,Divorciado,Ensino Médio,Não,275,Não,Não,4
Não,40,Administrador,Casado,Ensino Superior,Não,4381,Não,Não,2
Sim,40,Desempregado,Divorciado,Ensino Médio,Não,1694,Não,Não,6
Não,40,Administrador,Casado,Ensino Médio,Não,1060,Sim,Não,3
Sim,40,Autônomo,Solteiro,Ensino Superior,Não,10346,Não,Não,2
Não,40,Administrador,Solteiro,Ensino Superior,Não,27,Não,Não,6
Não,40,Serviços Gerais,Divorciado,Ensino Médio,Não,694,Sim,Não,14
Não,40,Administrador,Solteiro,Desconhecido,Não,838,Sim,Não,3
Sim,40,Técnico,Solteiro,Ensino Médio,Não,5637,Sim,Não,3
Não,40,Administrador,Solteiro,Ensino Médio,Não,90,Sim,Não,4
Não,40,Serviços Gerais,Casado,Ensino Médio,Não,1305,Não,Não,1
Não,40,Operário,Casado,Fundamental,Não,919,Sim,Não,2
Não,40,Operário,Casado,Ensino Médio,Não,1508,Não,Não,2
Não,40,Administrador,Casado,Ensino Superior,Não,30,Sim,Não,6
Não,40,Operário,Casado,Ensino Médio,Não,280,Sim,Não,2
Não,40,Administrador,Casado,Ensino Médio,Não,4025,Sim,Não,4
Não,40,Administrador,Casado,Ensino Superior,Não,552,Não,Não,8
Não,40,Administrador,Casado,Ensino Médio,Não,1327,Sim,Sim,2
Não,40,Administrador,Divorciado,Ensino Médio,Não,220,Sim,Não,2
Sim,40,Administrador,Solteiro,Ensino Médio,Não,664,Não,Não,2
Não,40,Técnico,Casado,Ensino Médio,Não,40,Sim,Não,1
Sim,40,Administrador,Casado,Ensino Médio,Não,106,Não,Não,2
Sim,40,Desempregado,Solteiro,Ensino Superior,Não,7968,Não,Não,2
Não,40,Técnico,Casado,Ensino Médio,Não,214,Não,Não,6
Não,40,Operário,Casado,Ensino Médio,Não,1023,Sim,Não,5
Não,40,Desempregado,Casado,Ensino Médio,Não,3430,Sim,Não,3
Não,40,Operário,Casado,Fundamental,Não,2171,Sim,Não,1
Não,40,Operário,Casado,Fundamental,Não,592,Sim,Não,3
Não,40,Operário,Solteiro,Fundamental,Não,1530,Sim,Não,3
Sim,40,Técnico,Casado,Ensino Superior,Não,1293,Não,Não,3
Não,40,Técnico,Casado,Ensino Médio,Não,192,Sim,Sim,8
Não,40,Administrador,Casado,Ensino Médio,Não,1597,Sim,Não,1
Não,40,Administrador,Casado,Ensino Médio,Não,99,Não,Não,5
Não,40,Operário,Casado,Ensino Médio,Não,475,Sim,Não,2
Sim,40,Operário,Casado,Ensino Médio,Não,1515,Sim,Não,1
Não,40,Desempregado,Casado,Ensino Médio,Não,1077,Sim,Sim,2
Não,40,Técnico,Casado,Ensino Médio,Não,1270,Não,Não,2
Sim,40,Operário,Casado,Desconhecido,Não,1181,Sim,Não,2
Não,40,Serviços Gerais,Solteiro,Ensino Médio,Não,65,Sim,Não,3
Não,40,Administrador,Solteiro,Ensino Superior,Não,1005,Sim,Não,1
Sim,40,Serviços Gerais,Casado,Fundamental,Não,1082,Sim,Não,2
Não,40,Administrador,Casado,Ensino Superior,Não,193,Não,Não,6
Não,40,Autônomo,Casado,Ensino Médio,Não,1516,Sim,Sim,1
Sim,40,Técnico,Divorciado,Ensino Superior,Não,4736,Sim,Não,2
Não,40,Administrador,Divorciado,Ensino Superior,Não,37,Sim,Não,1
Sim,40,Operário,Casado,Ensino Médio,Não,5060,Não,Não,1
Não,40,Operário,Casado,Ensino Médio,Não,1028,Sim,Sim,1
Sim,40,Administrador,Casado,Ensino Superior,Não,9366,Não,Não,3
Sim,40,Desempregado,Solteiro,Ensino Superior,Não,7968,Não,Não,1
Não,40,Operário,Casado,Fundamental,Não,2129,Sim,Não,3
Sim,40,Administrador,Casado,Ensino Superior,Não,1598,Sim,Sim,4
Sim,40,Empresário,Casado,Ensino Superior,Não,3585,Não,Não,3
Não,40,Administrador,Casado,Ensino Médio,Não,8486,Não,Não,3
Não,40,Operário,Casado,Fundamental,Não,2805,Sim,Não,6
Não,40,Aposentado,Casado,Ensino Médio,Não,102,Não,Não,1
Não,40,Operário,Solteiro,Desconhecido,Não,29,Não,Não,2
Não,40,Diarista,Divorciado,Ensino Médio,Não,108,Não,Não,1
Não,40,Administrador,Casado,Ensino Superior,Não,423,Sim,Não,24
Sim,40,Desempregado,Solteiro,Ensino Superior,Não,7968,Não,Não,1
Não,40,Operário,Divorciado,Fundamental,Não,54,Sim,Não,5
Sim,40,Técnico,Divorciado,Ensino Superior,Não,568,Sim,Não,1
Sim,40,Administrador,Casado,Ensino Superior,Não,2763,Sim,Não,1
Sim,40,Estudante,Solteiro,Ensino Médio,Não,595,Sim,Não,2
Sim,40,Operário,Casado,Desconhecido,Não,87,Sim,Não,3
Não,41,Aposentado,Solteiro,Fundamental,Não,2579,Não,Não,1
Não,41,Técnico,Solteiro,Ensino Médio,Não,769,Não,Sim,4
Não,41,Operário,Casado,Ensino Médio,Não,429,Sim,Não,1
Sim,41,Técnico,Solteiro,Ensino Médio,Não,650,Sim,Não,3
Não,41,Operário,Casado,Fundamental,Não,4,Não,Não,5
Não,41,Administrador,Casado,Ensino Médio,Não,1395,Sim,Sim,1
Não,41,Operário,Casado,Ensino Médio,Não,449,Sim,Sim,2
Sim,41,Empresário,Casado,Ensino Médio,Não,8491,Sim,Não,1
Sim,41,Desconhecido,Solteiro,Desconhecido,Não,942,Não,Não,1
Não,41,Desempregado,Solteiro,Ensino Superior,Não,4517,Sim,Não,1
Não,41,Operário,Casado,Ensino Médio,Não,140,Sim,Não,1
Sim,41,Técnico,Solteiro,Ensino Superior,Não,431,Não,Não,1
Não,41,Operário,Casado,Ensino Médio,Não,4910,Sim,Não,1
Não,41,Técnico,Divorciado,Ensino Médio,Não,1631,Sim,Não,2
Não,41,Administrador,Casado,Ensino Médio,Não,80,Não,Não,1
Sim,41,Técnico,Casado,Ensino Médio,Não,1066,Não,Não,3
Sim,41,Técnico,Casado,Ensino Médio,Não,4004,Não,Não,2
Não,41,Administrador,Casado,Ensino Médio,Não,683,Não,Sim,1
Não,41,Empresário,Casado,Ensino Superior,Não,306,Sim,Não,3
Não,41,Empresário,Casado,Ensino Superior,Não,221,Sim,Não,2
Sim,41,Administrador,Casado,Ensino Superior,Não,326,Sim,Não,1
Sim,41,Técnico,Solteiro,Ensino Médio,Não,5329,Não,Não,2
Sim,41,Técnico,Solteiro,Ensino Superior,Não,1646,Sim,Não,1
Não,41,Operário,Casado,Ensino Médio,Não,849,Sim,Sim,4
Não,41,Operário,Casado,Ensino Médio,Não,167,Não,Não,1
Sim,41,Operário,Divorciado,Fundamental,Não,285,Sim,Não,2
Sim,41,Técnico,Solteiro,Ensino Superior,Não,1646,Sim,Não,3
Sim,41,Operário,Casado,Ensino Médio,Não,5060,Não,Não,1
Não,41,Operário,Casado,Fundamental,Não,943,Sim,Não,3
Não,41,Administrador,Casado,Ensino Superior,Não,3872,Não,Não,1
Sim,41,Administrador,Casado,Ensino Superior,Não,2226,Não,Não,2
Não,41,Operário,Solteiro,Desconhecido,Não,961,Sim,Não,1
Sim,41,Desempregado,Solteiro,Ensino Superior,Não,7968,Não,Não,1
Sim,41,Serviços Gerais,Solteiro,Ensino Médio,Não,92,Não,Não,1
Sim,41,Administrador,Solteiro,Ensino Médio,Não,985,Sim,Não,2
Sim,41,Autônomo,Casado,Ensino Médio,Não,3123,Sim,Não,2
Sim,41,Empresário,Solteiro,Ensino Médio,Não,663,Não,Não,1
Não,41,Autônomo,Solteiro,Ensino Superior,Não,1755,Não,Não,10
Sim,41,Empresário,Casado,Fundamental,Não,39,Sim,Não,2
Não,41,Técnico,Casado,Ensino Médio,Não,457,Sim,Sim,2
Sim,41,Administrador,Divorciado,Desconhecido,Não,465,Sim,Não,1
Não,41,Administrador,Divorciado,Ensino Médio,Não,1076,Sim,Não,2
Não,41,Administrador,Divorciado,Ensino Superior,Não,107,Sim,Não,17
Não,41,Operário,Casado,Ensino Médio,Não,193,Sim,Não,1
Não,41,Administrador,Casado,Ensino Superior,Não,5426,Sim,Não,2
Sim,41,Administrador,Solteiro,Ensino Superior,Não,1253,Não,Não,5
Sim,41,Operário,Casado,Fundamental,Não,201,Sim,Não,1
Sim,41,Administrador,Casado,Ensino Médio,Não,2498,Não,Não,1
Não,41,Operário,Casado,Ensino Médio,Não,393,Sim,Sim,1
Sim,41,Administrador,Casado,Ensino Médio,Não,280,Sim,Não,2
Não,41,Administrador,Casado,Ensino Superior,Não,4063,Sim,Não,5
Não,41,Técnico,Casado,Ensino Superior,Não,63,Não,Não,3
Sim,41,Administrador,Solteiro,Ensino Superior,Não,11008,Não,Não,1
Não,41,Administrador,Casado,Ensino Superior,Não,144,Não,Não,3
Não,41,Administrador,Divorciado,Ensino Superior,Não,4567,Sim,Sim,1
Não,41,Administrador,Solteiro,Ensino Superior,Não,982,Não,Não,1
Não,41,Estudante,Solteiro,Ensino Médio,Não,1934,Sim,Não,2
Não,41,Empresário,Solteiro,Fundamental,Não,7264,Não,Sim,3
Não,41,Operário,Casado,Ensino Médio,Não,1020,Sim,Não,1
Não,41,Serviços Gerais,Casado,Ensino Médio,Não,241,Sim,Sim,1
Não,41,Administrador,Casado,Fundamental,Não,733,Sim,Não,1
Não,41,Administrador,Casado,Ensino Superior,Não,15,Não,Não,5
Não,41,Técnico,Casado,Ensino Médio,Não,188,Não,Sim,25
Não,41,Serviços Gerais,Casado,Ensino Médio,Não,2399,Sim,Não,2
Sim,41,Operário,Divorciado,Ensino Médio,Não,5291,Sim,Não,3
Não,41,Administrador,Solteiro,Ensino Médio,Não,4464,Sim,Não,2
Sim,41,Autônomo,Solteiro,Ensino Superior,Não,1081,Não,Não,3
Sim,41,Operário,Casado,Fundamental,Não,1250,Sim,Não,2
Não,41,Operário,Casado,Fundamental,Não,512,Sim,Não,2
Sim,41,Serviços Gerais,Divorciado,Ensino Superior,Não,1583,Sim,Não,1
Não,41,Técnico,Casado,Ensino Médio,Não,10438,Sim,Não,4
Não,41,Operário,Casado,Fundamental,Não,3658,Sim,Não,1
Não,41,Técnico,Casado,Ensino Médio,Não,2152,Não,Não,1
Sim,41,Operário,Casado,Ensino Médio,Não,2689,Sim,Não,1
Não,41,Operário,Casado,Fundamental,Não,6596,Sim,Não,1
Não,41,Desempregado,Casado,Fundamental,Não,183,Sim,Não,1
Não,41,Técnico,Casado,Ensino Médio,Não,201,Não,Sim,8
Sim,41,Administrador,Casado,Ensino Médio,Não,3126,Sim,Não,1
Não,41,Operário,Casado,Fundamental,Não,3140,Sim,Não,9
Sim,41,Operário,Solteiro,Ensino Médio,Não,75,Sim,Não,9
Não,41,Operário,Casado,Ensino Médio,Não,2717,Sim,Sim,2
Não,41,Diarista,Divorciado,Fundamental,Não,22,Sim,Não,3
Sim,41,Operário,Divorciado,Fundamental,Não,138,Sim,Não,3
Não,41,Administrador,Casado,Ensino Superior,Não,217,Não,Não,1
Não,41,Técnico,Divorciado,Ensino Médio,Não,75,Não,Não,2
Não,41,Técnico,Casado,Ensino Superior,Não,585,Sim,Não,1
Não,41,Operário,Casado,Ensino Médio,Não,2067,Sim,Não,4
Sim,41,Operário,Divorciado,Fundamental,Não,664,Não,Sim,5
Sim,41,Operário,Casado,Ensino Médio,Não,203,Não,Não,2
Não,41,Operário,Casado,Fundamental,Não,686,Sim,Não,3
Sim,41,Operário,Casado,Fundamental,Não,219,Não,Sim,3
Não,41,Técnico,Solteiro,Ensino Médio,Não,32,Sim,Não,1
Não,41,Operário,Casado,Ensino Médio,Não,2413,Não,Não,3
Sim,41,Técnico,Divorciado,Ensino Médio,Não,4047,Sim,Não,1
Sim,41,Técnico,Solteiro,Desconhecido,Não,5372,Sim,Não,3
Não,41,Administrador,Casado,Ensino Médio,Não,124,Sim,Não,3
Não,41,Técnico,Solteiro,Ensino Superior,Não,1104,Não,Não,1
Não,41,Administrador,Casado,Ensino Superior,Não,30,Não,Não,7
Não,41,Autônomo,Solteiro,Ensino Superior,Não,3950,Sim,Não,2
Não,41,Serviços Gerais,Casado,Desconhecido,Não,88,Sim,Não,1
Sim,41,Técnico,Solteiro,Ensino Superior,Não,1646,Sim,Não,1
Não,41,Operário,Casado,Ensino Médio,Não,306,Sim,Não,1
Não,41,Empresário,Casado,Fundamental,Não,406,Não,Não,1
Sim,41,Administrador,Divorciado,Ensino Superior,Não,25,Sim,Sim,2
Não,41,Administrador,Solteiro,Ensino Médio,Não,90,Sim,Não,2
Não,41,Operário,Casado,Ensino Médio,Não,196,Sim,Não,1
Não,41,Operário,Casado,Ensino Médio,Não,97,Não,Sim,2
Sim,41,Administrador,Solteiro,Ensino Superior,Não,1982,Não,Não,1
Sim,41,Administrador,Casado,Ensino Superior,Não,254,Não,Não,2
Sim,41,Administrador,Casado,Ensino Superior,Não,5561,Não,Não,2
Não,41,Operário,Casado,Ensino Médio,Não,2157,Sim,Não,2
Não,41,Serviços Gerais,Casado,Ensino Médio,Não,205,Sim,Não,1
Sim,41,Operário,Casado,Ensino Médio,Não,5517,Sim,Não,1
Não,41,Empresário,Casado,Ensino Médio,Não,187,Não,Sim,1
Não,41,Administrador,Casado,Ensino Médio,Não,120,Não,Sim,1
Não,41,Administrador,Casado,Ensino Superior,Não,65,Sim,Não,2
Sim,41,Administrador,Casado,Ensino Médio,Não,14968,Não,Não,4
Não,41,Técnico,Casado,Ensino Superior,Não,13,Não,Não,2
Não,41,Administrador,Casado,Ensino Superior,Não,9,Sim,Não,3
Não,41,Administrador,Divorciado,Ensino Médio,Não,2550,Sim,Não,2
Sim,41,Operário,Divorciado,Ensino Médio,Não,3622,Não,Não,4
Não,41,Administrador,Divorciado,Ensino Médio,Não,110,Sim,Sim,2
Sim,41,Administrador,Divorciado,Ensino Superior,Não,1757,Não,Não,1
Não,41,Administrador,Casado,Ensino Médio,Não,338,Sim,Não,1
Sim,41,Operário,Casado,Fundamental,Não,1461,Sim,Não,2
Não,41,Desconhecido,Solteiro,Ensino Superior,Não,1567,Não,Não,2
Não,41,Operário,Casado,Ensino Médio,Não,338,Sim,Não,1
Sim,41,Técnico,Casado,Ensino Médio,Não,1270,Sim,Não,1
Sim,41,Serviços Gerais,Casado,Ensino Superior,Não,881,Não,Não,3
Sim,41,Administrador,Casado,Ensino Médio,Não,55,Sim,Não,2
Não,41,Operário,Casado,Desconhecido,Não,732,Sim,Não,1
Não,41,Autônomo,Casado,Ensino Médio,Não,1,Não,Não,4
Não,41,Autônomo,Solteiro,Desconhecido,Não,426,Sim,Não,1
Não,41,Técnico,Casado,Ensino Médio,Não,102,Sim,Sim,9
Não,41,Administrador,Divorciado,Ensino Superior,Não,647,Sim,Não,1
Não,41,Técnico,Casado,Ensino Médio,Não,2123,Não,Não,2
Não,41,Operário,Casado,Fundamental,Não,865,Não,Sim,5
Não,41,Administrador,Solteiro,Ensino Médio,Não,2002,Sim,Não,2
Não,41,Administrador,Casado,Ensino Superior,Não,3016,Sim,Não,3
Sim,41,Administrador,Casado,Ensino Superior,Não,1092,Não,Não,1
Sim,41,Administrador,Solteiro,Ensino Médio,Não,3234,Sim,Não,1
Sim,41,Técnico,Solteiro,Ensino Superior,Não,145,Não,Não,2
Não,41,Administrador,Casado,Ensino Superior,Não,298,Não,Não,3
